Timestep,C7,L.ASIS,L.PSIS,L_5meta,L_Shoulder,L_ankle,L_calc,L_elbow_lat,L_elbow_med,L_forearm,L_humerus,L_knee,L_mankle,L_mknee,L_sh2,L_sh3,L_shank_antsup,L_thigh1,L_thigh2,L_thigh3,L_thigh4,L_toe,L_wrist_radius,L_wrist_ulna,R_Shoulder,R_elbow_lat,R_elbow_med,R_forearm,R_humerus,R_wrist_radius,R_wrist_ulna,Sternum,l_IC,r.ASIS,r.PSIS,r_5meta,r_IC,r_ankle,r_calc,r_knee,r_mankle,r_mknee,r_sh2,r_sh3,r_sh4,r_shank_antsup,r_thigh1,r_thigh2,r_thigh3,r_thigh4,r_thigh5,r_toe
1465,0.0764707,0.0288647,0.0261908,0.000730888,0.0108492,0.0010165,0.00110191,0.00788178,0.0271482,0.00822438,0.00596323,0.0206521,0.0367627,0.00314146,0.0004705,0.00100532,0.00125287,0.00505065,0.00502531,0.00388508,0.00370331,0.000824881,0.0139636,0.0171174,0.00895868,0.0183404,0.0158458,0.00652123,0.00188969,0.0254862,0.0164856,0.0116218,0.00819987,0.0173128,0.0193669,0.00163617,0.00830302,0.0246064,0.00847992,0.0232107,0.0311322,0.00247469,0.000507069,0.00129957,0.00235153,0.00170634,0.00320752,0.00245604,0.00200004,0.00281397,0.00210366,0.00385713
1466,0.0765385,0.0288834,0.0261298,0.000731871,0.0110108,0.00101481,0.00109539,0.00790108,0.0271553,0.00825761,0.00602563,0.0207105,0.0368943,0.00323808,0.000468638,0.000998605,0.00125835,0.00506851,0.00503555,0.0039003,0.00369134,0.000773168,0.0139956,0.0170951,0.00903181,0.0183106,0.0158534,0.00654654,0.00194769,0.0254644,0.0165306,0.0116587,0.00821334,0.0173209,0.0193416,0.00169378,0.00847446,0.0246267,0.008488,0.0231755,0.0312422,0.0023058,0.000488597,0.00130456,0.00234585,0.00179318,0.00320617,0.00223752,0.00200326,0.00281098,0.00208832,0.00386882
1467,0.076555,0.0288831,0.0261294,0.000693927,0.0110139,0.00100797,0.00110756,0.00791896,0.027164,0.00825832,0.00605397,0.0207342,0.0370403,0.00330008,0.000469537,0.000988713,0.00125147,0.00508012,0.00505416,0.00388388,0.00371653,0.00091454,0.0140055,0.0169991,0.00911973,0.0182886,0.0157194,0.00658505,0.00192555,0.025426,0.0166789,0.0116903,0.00823221,0.0173396,0.0193143,0.00177847,0.008415,0.0246456,0.00850558,0.023136,0.0313384,0.00210373,0.000481663,0.0014158,0.00234023,0.0018625,0.00319202,0.00222257,0.00201572,0.00280894,0.00207725,0.00373553
1468,0.0765634,0.0289039,0.0262148,0.00063513,0.0110104,0.00100066,0.00110361,0.00792237,0.0271892,0.00827554,0.00606371,0.0207373,0.0371842,0.00333956,0.000478582,0.000991336,0.00123318,0.00505489,0.00507223,0.00385264,0.00372317,0.00122324,0.0139945,0.0169969,0.00918565,0.0182941,0.0154677,0.006624,0.00191351,0.0253579,0.0168077,0.0117424,0.0082762,0.0173494,0.019301,0.00186496,0.00836668,0.0246296,0.00852989,0.0231366,0.0314704,0.0021844,0.000476383,0.00155966,0.00237009,0.00177722,0.00317743,0.00233713,0.0020194,0.00279277,0.0020852,0.00361522
1469,0.0766611,0.0289212,0.0262481,0.000591927,0.0110191,0.000988636,0.00109446,0.00792851,0.0272438,0.00831889,0.00612797,0.0207011,0.0373138,0.00338651,0.000499893,0.000977681,0.00124535,0.00504749,0.00506738,0.00383818,0.00372214,0.00130984,0.0139469,0.0170931,0.00921955,0.0182987,0.0153539,0.00665506,0.00193279,0.0252858,0.0168314,0.0117881,0.00833615,0.0173553,0.019305,0.00196273,0.00837421,0.0245885,0.00855615,0.0231581,0.0315829,0.00214367,0.000468665,0.00138941,0.00239528,0.00171323,0.00316938,0.00229686,0.00201318,0.00275185,0.00207804,0.00363465
1470,0.0768518,0.0289476,0.0262533,0.000567138,0.0110399,0.000976455,0.00108833,0.00792906,0.0272667,0.00832656,0.0062234,0.0206293,0.0374249,0.00342268,0.000521816,0.000961563,0.00126072,0.00511332,0.00508042,0.00385022,0.00374125,0.00133175,0.0138853,0.0172458,0.00922828,0.0182916,0.0153446,0.00668001,0.00195529,0.0252279,0.0168333,0.0118169,0.00839826,0.0173606,0.0193224,0.00206684,0.00838207,0.0245829,0.0085778,0.0231811,0.0317011,0.00240855,0.000456442,0.00140341,0.00240439,0.00173112,0.00313492,0.00234139,0.00198733,0.00271871,0.00205273,0.00366484
1471,0.0769554,0.0289486,0.0262587,0.000548571,0.0110684,0.000960147,0.00107298,0.00792702,0.0272621,0.00828079,0.00625893,0.0206716,0.0375561,0.00342191,0.000534698,0.000932829,0.001279,0.00499499,0.00511335,0.00386565,0.00381548,0.00125322,0.0138281,0.017345,0.0092501,0.0182779,0.0154518,0.00672009,0.00198636,0.0251689,0.0169442,0.0118448,0.00835595,0.0173535,0.019335,0.00215526,0.00838045,0.0245934,0.00858829,0.0232026,0.0318568,0.00266644,0.000457348,0.00157479,0.00240042,0.00181738,0.00305894,0.00221779,0.00197116,0.00276797,0.00202559,0.00370543
1472,0.0770196,0.0289241,0.0262674,0.000528773,0.0111115,0.000930538,0.00104858,0.00792398,0.0272335,0.00828428,0.00624373,0.0206301,0.0376696,0.00340013,0.000552705,0.000919251,0.0012985,0.00494564,0.0051048,0.0038813,0.00382211,0.00125054,0.013783,0.0174032,0.00927375,0.0182677,0.0156746,0.00677188,0.00202403,0.0251538,0.0170094,0.0118755,0.00832766,0.0173481,0.0192623,0.00216377,0.00847727,0.0245738,0.00858257,0.0232309,0.0320163,0.00268086,0.000473459,0.00139019,0.00239917,0.00192223,0.0030544,0.00213085,0.00196664,0.00279,0.00200168,0.0037385
1473,0.0771087,0.0289224,0.0262623,0.000512345,0.0111481,0.000881001,0.00102155,0.0079258,0.0271814,0.00827769,0.00619046,0.0206635,0.0377597,0.00338185,0.00057739,0.000922314,0.00132122,0.00500339,0.00511202,0.00387885,0.00381545,0.0013046,0.0137729,0.017409,0.00925007,0.0182543,0.0157911,0.00678948,0.00206671,0.0251813,0.0170067,0.011913,0.0083317,0.0173444,0.019124,0.00210789,0.00870809,0.0245427,0.00855988,0.0232852,0.0321778,0.00265043,0.000499887,0.00131188,0.00242161,0.00192328,0.00308979,0.00210827,0.00197189,0.00278313,0.00199704,0.00368794
1474,0.0771557,0.0288917,0.0262587,0.000472723,0.0111846,0.000819925,0.00100696,0.00793352,0.0271713,0.00822896,0.00611593,0.0207651,0.0377627,0.00338203,0.000608902,0.000924482,0.00132209,0.00497941,0.00514946,0.00388277,0.00385886,0.00121702,0.0138032,0.0173395,0.00919883,0.0182553,0.0158396,0.00679551,0.00209324,0.0251996,0.0169643,0.0119388,0.00835804,0.0173364,0.0191431,0.00201086,0.00874235,0.0245394,0.00852313,0.0233276,0.0322991,0.00265061,0.00053011,0.00145043,0.00242629,0.00186872,0.00313672,0.00212965,0.00195444,0.00277176,0.00199247,0.00360457
1475,0.0771463,0.0288389,0.0262628,0.000434515,0.0110572,0.000783689,0.000991318,0.00793862,0.0272155,0.00816869,0.00605292,0.0207,0.037766,0.0033908,0.000634315,0.000913414,0.00127766,0.00497648,0.00517694,0.00388663,0.00390811,0.00116402,0.013871,0.0171999,0.00917247,0.0182558,0.0157803,0.00684375,0.00208055,0.0251793,0.0168899,0.0119699,0.00840025,0.0173374,0.0192936,0.0018704,0.0085962,0.0245319,0.00847795,0.0233668,0.0324372,0.00266147,0.000562139,0.00164924,0.00244214,0.00185501,0.00320881,0.00223616,0.00193326,0.0027469,0.00199416,0.00362454
1476,0.0769514,0.0288151,0.0262558,0.000400223,0.0109512,0.000773395,0.000976634,0.00794167,0.0272085,0.00811566,0.00604314,0.0206435,0.0377731,0.00339745,0.000652619,0.000885814,0.00125035,0.00500161,0.00519167,0.00390421,0.00400321,0.00111277,0.0139578,0.0170813,0.00913339,0.018234,0.0157888,0.00688171,0.00210792,0.025168,0.0167903,0.011988,0.00844772,0.0173254,0.0193072,0.00175584,0.00864006,0.024522,0.00843096,0.0233872,0.0326131,0.0026751,0.000590929,0.00144495,0.00244269,0.0019125,0.00336975,0.002496,0.00194728,0.00275446,0.00200986,0.00364143
1477,0.0765364,0.0288113,0.0262662,0.000385237,0.0108665,0.000751193,0.000981916,0.0079428,0.0271427,0.0080965,0.00602898,0.0206535,0.0377919,0.00338847,0.000680812,0.000859776,0.00126031,0.00489562,0.0051883,0.00393544,0.00397629,0.0010751,0.0140514,0.0169709,0.00908191,0.0182033,0.0159369,0.00681825,0.00213038,0.0251885,0.0167176,0.0119577,0.00849556,0.0173132,0.0192032,0.00168796,0.00881896,0.0245417,0.00838802,0.0233863,0.0327376,0.00267381,0.000622147,0.00134316,0.00242879,0.00198446,0.00347768,0.00262561,0.00197208,0.00280404,0.00202419,0.00355901
1478,0.0763585,0.0288053,0.0262712,0.000401862,0.0108011,0.000740791,0.000990604,0.00795431,0.0271054,0.00810661,0.00593752,0.0206741,0.0377704,0.00337667,0.000703462,0.000843749,0.00125855,0.00485883,0.00516091,0.00394526,0.00397228,0.00110863,0.0141574,0.0168611,0.00901147,0.0181839,0.0160279,0.00677206,0.00212504,0.0252099,0.0167348,0.0119543,0.00854792,0.0172913,0.0192548,0.00169166,0.00877143,0.0245273,0.00835411,0.0234063,0.0328147,0.00267909,0.000661513,0.00147571,0.00241883,0.00200459,0.00350804,0.00262138,0.00202199,0.00283758,0.00204021,0.00334929
1479,0.0764355,0.0288009,0.0262191,0.000415861,0.0107661,0.00075053,0.000980016,0.00798138,0.0270714,0.00812642,0.00584935,0.0206724,0.0377615,0.00337039,0.000704829,0.000864121,0.00122423,0.00493771,0.00514003,0.00390771,0.00399207,0.00165076,0.0142464,0.0167872,0.0089593,0.0181696,0.0159891,0.00678953,0.00210596,0.025248,0.0167404,0.0119718,0.00859091,0.0172767,0.0192987,0.00176411,0.00875928,0.0245162,0.00833206,0.023437,0.0329302,0.00270001,0.000701649,0.0017909,0.00240464,0.00200753,0.00352295,0.00263819,0.00203731,0.00284935,0.00207876,0.00322534
1480,0.0766215,0.0288168,0.0260973,0.000455004,0.0107922,0.000770578,0.000956,0.00801573,0.0270427,0.00811504,0.00582266,0.0206771,0.0377791,0.00337605,0.000705261,0.000945196,0.00116144,0.00494665,0.00515437,0.00391211,0.00395474,0.00199014,0.0143038,0.0167819,0.00896135,0.0181554,0.0158848,0.00683225,0.00210243,0.0252613,0.0167035,0.0119825,0.00862531,0.0172604,0.01931,0.00189686,0.00879093,0.0245237,0.00832182,0.0234582,0.0331695,0.00272777,0.000735916,0.0017966,0.0023319,0.00201959,0.00357194,0.00266536,0.00204184,0.00284538,0.00210118,0.00318952
1481,0.0767225,0.0288382,0.0260367,0.000478989,0.0108207,0.000792442,0.000939574,0.0080386,0.0270341,0.0081068,0.00583852,0.0206847,0.0378006,0.00337316,0.000694831,0.00112227,0.00110349,0.00497762,0.00516455,0.00391478,0.00394544,0.002037,0.0143757,0.0167478,0.00897997,0.0181424,0.015886,0.00687188,0.00214589,0.0252324,0.01662,0.0119998,0.00864659,0.0172508,0.0192798,0.00205999,0.00884229,0.0245221,0.00832042,0.0234938,0.0333796,0.00277271,0.00076301,0.00150805,0.00231016,0.00203836,0.00367305,0.00268806,0.00209549,0.00285235,0.0021185,0.00313299
1482,0.0767599,0.028843,0.0260243,0.000510076,0.0107355,0.000792613,0.000929118,0.00803278,0.0270534,0.00812968,0.0058354,0.0206935,0.0378438,0.00335503,0.000662928,0.000956696,0.00108366,0.00489643,0.0051491,0.00394366,0.00398126,0.00203025,0.0144593,0.0166705,0.00901436,0.0181246,0.0159724,0.00689788,0.00220663,0.0251804,0.0166317,0.0120253,0.00865254,0.0172435,0.0191664,0.0022139,0.00899382,0.0245351,0.00832212,0.0235188,0.0335266,0.00281494,0.000796871,0.00138164,0.00229233,0.00205897,0.0037259,0.00272018,0.00212631,0.00288461,0.00214096,0.00308449
1483,0.0767526,0.0288553,0.0260273,0.000502191,0.0106979,0.000809551,0.000912468,0.00799615,0.0271009,0.00818457,0.00585385,0.0206809,0.0379565,0.00335843,0.00062053,0.00088084,0.00103422,0.00479018,0.00515631,0.00395902,0.0040001,0.00164353,0.0145249,0.0165566,0.00904241,0.0181187,0.0160272,0.0069282,0.00220396,0.0251318,0.0167547,0.0120588,0.00867746,0.0172402,0.0189655,0.00232636,0.00928845,0.0245466,0.00832031,0.0235065,0.0336662,0.00285554,0.000830588,0.00136681,0.00226717,0.00207884,0.00370798,0.00278076,0.00213917,0.00291257,0.00216723,0.00305697
1484,0.0767733,0.0288569,0.0260092,0.00044984,0.0107051,0.000827299,0.000879684,0.00802857,0.0271362,0.00827392,0.005875,0.0206465,0.0380652,0.00337795,0.000561771,0.000835541,0.000998683,0.00481593,0.00520924,0.00398937,0.0040274,0.00144145,0.0145562,0.0164983,0.00907904,0.0181105,0.0160141,0.00697851,0.00220269,0.0250898,0.016856,0.0121022,0.00867131,0.0172377,0.018949,0.00236827,0.00944678,0.0245631,0.00830936,0.0234673,0.0338462,0.00288889,0.000855554,0.00139045,0.00224433,0.00208728,0.00368086,0.00289249,0.00219361,0.00293425,0.00219851,0.003072
1485,0.0768918,0.0288778,0.0259682,0.000415523,0.0107574,0.000833449,0.00082517,0.00805181,0.0271697,0.00842441,0.00588789,0.0206414,0.0381493,0.00339673,0.000497851,0.0007669,0.000955096,0.00500563,0.00528853,0.00403131,0.00400646,0.00180874,0.0145725,0.0164502,0.00910241,0.018104,0.01594,0.00704448,0.00219448,0.0250484,0.0168937,0.0121159,0.00866127,0.0172253,0.0190906,0.00230649,0.00950584,0.0245683,0.00828734,0.0234416,0.0339935,0.00293255,0.00089665,0.00148033,0.00219367,0.00210061,0.00373286,0.00295109,0.00222599,0.00293763,0.00223616,0.00312632
1486,0.0770244,0.0288958,0.025878,0.000424647,0.0108066,0.000837802,0.000755388,0.00805547,0.0272144,0.00847984,0.00594584,0.0206977,0.0382748,0.00343072,0.000450584,0.000770884,0.000900711,0.00514467,0.00537225,0.00407925,0.00399194,0.001142,0.0146087,0.0164147,0.00917788,0.0180933,0.0159537,0.00709475,0.00220021,0.0249778,0.0169564,0.0121517,0.00867188,0.0172036,0.0191412,0.00215138,0.00945151,0.0245725,0.00825619,0.0234038,0.0341213,0.00297507,0.00094451,0.00160361,0.00216913,0.00212055,0.00373396,0.00287483,0.00225029,0.0029446,0.00227475,0.00321871
1487,0.0771944,0.0288874,0.0257335,0.000530307,0.0108547,0.000837189,0.00070007,0.00805523,0.0272151,0.00853143,0.00600089,0.0208159,0.0384113,0.00347997,0.000455312,0.000886078,0.000892579,0.00521221,0.00547254,0.00410908,0.00401239,0.00124732,0.0146498,0.0163721,0.00927719,0.0180839,0.0160624,0.0071261,0.00223064,0.0249045,0.0170391,0.012147,0.00869068,0.0171975,0.0191239,0.00196942,0.00923273,0.0245923,0.00821924,0.0233516,0.0342321,0.00299886,0.000966608,0.0014586,0.00215562,0.00212057,0.00377984,0.00268914,0.00228087,0.00295437,0.00232007,0.00325071
1488,0.0772936,0.02888,0.0256953,0.000654063,0.0108852,0.000835436,0.000684503,0.00805345,0.0271288,0.00860716,0.00603455,0.0208536,0.0385294,0.00353113,0.000484481,0.000659027,0.000915703,0.00528697,0.00557886,0.00415131,0.0040406,0.000785808,0.0147204,0.0163282,0.00933334,0.0180648,0.0160706,0.00716794,0.00225985,0.0248344,0.0171157,0.0121321,0.00873474,0.0171976,0.0191117,0.00181677,0.00918211,0.0246061,0.00818052,0.0232883,0.0343424,0.00300977,0.000977214,0.00147624,0.00213662,0.00211093,0.0038556,0.00274352,0.00232007,0.00295516,0.00240289,0.0032757
1489,0.0772877,0.0288608,0.0255751,0.000803584,0.0108992,0.000856374,0.000682338,0.00802702,0.02701,0.00870111,0.00605123,0.0208433,0.0386455,0.00358343,0.000506753,0.000537433,0.000965331,0.0053976,0.00572305,0.00408203,0.00408611,0.000940694,0.0148226,0.0162949,0.0093472,0.0180339,0.0160003,0.00720567,0.00226505,0.0247685,0.0171988,0.0121136,0.00879694,0.0171905,0.0190834,0.0017155,0.00936727,0.0246161,0.00814422,0.0232224,0.0344353,0.00301006,0.000986945,0.0017114,0.00214119,0.00209964,0.00384358,0.00301061,0.00236768,0.00298229,0.00249229,0.00325875
1490,0.0770953,0.028842,0.0255567,0.000944653,0.0109325,0.000977271,0.000692538,0.00800647,0.0270104,0.00880687,0.00610731,0.0208435,0.0387317,0.00362943,0.000550928,0.000497855,0.00103058,0.00554559,0.00582975,0.00393362,0.0041215,0.000861023,0.01495,0.0162069,0.00936217,0.0180037,0.0161045,0.00726916,0.00221735,0.0247267,0.0172956,0.0120999,0.00887376,0.0171758,0.0189682,0.00169209,0.00975367,0.0246482,0.00811455,0.0231852,0.0344966,0.00301834,0.00100081,0.00173094,0.00214968,0.0020912,0.00384778,0.00306261,0.00241563,0.00300551,0.00246281,0.00327038
1491,0.0767276,0.0288233,0.0254918,0.00105387,0.0109819,0.00109142,0.000698294,0.00800914,0.0270598,0.00890952,0.00617501,0.020855,0.0388269,0.00366479,0.000600787,0.00049278,0.00108825,0.00561635,0.00589705,0.00417762,0.00418051,0.000646931,0.0150751,0.0160633,0.00939524,0.0179655,0.0161866,0.00742303,0.00221128,0.0247013,0.0174394,0.0120872,0.00895111,0.0171491,0.0187663,0.00176556,0.00996297,0.0246956,0.00809473,0.0231678,0.0345757,0.00302822,0.00102198,0.00151419,0.00221732,0.00207564,0.00387822,0.00289476,0.00245892,0.0030324,0.00246243,0.003257
1492,0.0766509,0.0288218,0.0254349,0.00110454,0.0110144,0.00114377,0.000710792,0.00804466,0.0270031,0.00901259,0.00621605,0.0208855,0.0389671,0.00369491,0.000640269,0.000538946,0.00109137,0.00567651,0.00594655,0.00444513,0.0041612,0.000544773,0.0151909,0.0158544,0.00944825,0.0179119,0.0162451,0.00767901,0.00221406,0.0246482,0.0176632,0.0120873,0.00903761,0.0171153,0.0187042,0.00192187,0.00990869,0.0247519,0.00808681,0.0231299,0.0346468,0.00302655,0.00102865,0.00144399,0.0022662,0.00205153,0.00392814,0.00292985,0.00248189,0.00305021,0.00249819,0.00319585
1493,0.0768175,0.0288599,0.025535,0.00108289,0.0110256,0.00118828,0.000716699,0.00808813,0.0269851,0.00907994,0.00623722,0.0209236,0.039123,0.00372286,0.000672835,0.000648126,0.00110599,0.0057489,0.00600267,0.00462591,0.00420437,0.000490718,0.01532,0.0157158,0.00949204,0.0178581,0.0163448,0.00780941,0.00221893,0.0245455,0.0178432,0.0120978,0.00912614,0.0170847,0.018794,0.00217144,0.00968256,0.0247859,0.00809082,0.0230767,0.034739,0.00302238,0.00103,0.00145498,0.00235923,0.00201356,0.00398142,0.00308166,0.00250636,0.00306247,0.0025657,0.00313355
1494,0.0769514,0.0288793,0.0255388,0.00103755,0.0110249,0.00125535,0.000715602,0.00808759,0.0270305,0.00915196,0.00623519,0.0209523,0.0392316,0.00370954,0.000698271,0.000725214,0.00113569,0.00582612,0.00604555,0.00450725,0.00429646,0.000514667,0.0154383,0.0156175,0.00949571,0.0178099,0.0163615,0.007881,0.00221061,0.0244213,0.0179778,0.0120968,0.00921873,0.0170616,0.018761,0.00241923,0.00976786,0.0248183,0.00810426,0.0230578,0.034817,0.00300971,0.00103974,0.00147819,0.00246906,0.00201825,0.00399734,0.00298664,0.00255046,0.00312075,0.00268846,0.00311863
1495,0.0769657,0.028875,0.0255124,0.000953305,0.0110384,0.00129082,0.000711311,0.00814428,0.0270571,0.00923317,0.00623266,0.020989,0.0392952,0.003674,0.000725425,0.000768935,0.00115899,0.00583986,0.00608259,0.00446604,0.00434769,0.000658796,0.0155221,0.015559,0.00948409,0.0177611,0.0162743,0.00796158,0.00221873,0.024325,0.0180975,0.012097,0.00932362,0.0170387,0.018635,0.00263962,0.0100172,0.0248463,0.00812198,0.023046,0.0348915,0.0030017,0.00102661,0.00149839,0.00251024,0.00202244,0.00398598,0.00300359,0.00258798,0.0031654,0.00280917,0.00312953
1496,0.076936,0.0288489,0.0254826,0.000808976,0.0110294,0.00133893,0.000695286,0.00817815,0.0270783,0.0092608,0.00621464,0.0210073,0.0393777,0.00363505,0.000733969,0.000739719,0.00116404,0.00585697,0.00611518,0.00450973,0.00437652,0.000760256,0.0155957,0.0155802,0.00949162,0.0177256,0.0162395,0.00804157,0.00224311,0.0242638,0.0182279,0.0121007,0.00941141,0.0169954,0.0186765,0.00279592,0.00988645,0.0248757,0.00813732,0.0230266,0.0350053,0.00301083,0.00102801,0.00152752,0.00252028,0.00206393,0.00398457,0.00315629,0.00261356,0.00317377,0.00274417,0.00306985
1497,0.076918,0.0288308,0.0254696,0.000661639,0.0110084,0.00138511,0.000698645,0.00816999,0.0271635,0.00928322,0.00617865,0.0210323,0.0394713,0.00360574,0.000744354,0.000623901,0.00115522,0.0058952,0.00615673,0.00456344,0.00436456,0.00042501,0.015687,0.0155673,0.00949721,0.0176957,0.0162657,0.00809679,0.00221144,0.024191,0.0183246,0.0121204,0.0094615,0.016949,0.0187142,0.00284973,0.00979847,0.0248731,0.00814356,0.0230283,0.0351064,0.00302325,0.00103233,0.00154702,0.00250303,0.00208453,0.00399304,0.00315059,0.00260682,0.00317835,0.00270343,0.0030173
1498,0.0769127,0.0288408,0.0254707,0.000542356,0.0109624,0.00143756,0.000712495,0.00814032,0.0272896,0.00935853,0.0061375,0.0210543,0.0395516,0.00357394,0.000756031,0.000584561,0.001151,0.00592846,0.006195,0.00459424,0.00438312,0.000692019,0.0157747,0.0154899,0.0094919,0.0176593,0.016345,0.00814479,0.00220661,0.024075,0.0183978,0.0121453,0.00949257,0.0169229,0.0187252,0.00278311,0.00982382,0.0248697,0.00813842,0.0230605,0.0352058,0.0030316,0.00104426,0.00155854,0.00257317,0.00210184,0.00401299,0.00330409,0.00262007,0.00318756,0.00271511,0.00296317
1499,0.0769194,0.0288316,0.0254558,0.00048043,0.0109395,0.00140824,0.00069581,0.00817515,0.0272442,0.00938305,0.00611375,0.0210804,0.0396094,0.0035336,0.000776702,0.000610145,0.00113713,0.00595527,0.00623011,0.0046178,0.00442393,0.00103847,0.0158376,0.0153618,0.00945771,0.0176273,0.0164721,0.00818111,0.00220202,0.0239598,0.0184503,0.0121676,0.00951235,0.0169007,0.0187222,0.00263269,0.00988576,0.0248607,0.00812397,0.0230855,0.0353074,0.00304729,0.00107133,0.00158515,0.00262168,0.00210524,0.00401749,0.00340298,0.00264682,0.00324208,0.00273332,0.00282402
1500,0.0768933,0.0288084,0.0254456,0.000466226,0.010929,0.00123159,0.000678421,0.00820694,0.0270146,0.00939295,0.0060986,0.0211146,0.0396806,0.00348608,0.000795783,0.000545174,0.00111734,0.0059356,0.00621927,0.00464487,0.00444519,0.000923031,0.0158689,0.0152934,0.00940699,0.0176031,0.0164679,0.00822272,0.0021988,0.0238891,0.0184964,0.0121996,0.00951902,0.0168691,0.0187094,0.00244656,0.00993783,0.0248585,0.00810428,0.0230984,0.0353607,0.00307137,0.00111091,0.00169564,0.0026335,0.00208871,0.00403981,0.00343723,0.0026821,0.00329051,0.00275959,0.00270703
1501,0.0768578,0.0288162,0.0254372,0.000465051,0.0108623,0.00119,0.000671206,0.00819867,0.0269077,0.0094102,0.00602292,0.0211371,0.0397043,0.00345377,0.000801226,0.000528838,0.00111355,0.00595071,0.00623788,0.00464962,0.0044909,0.000785444,0.0159221,0.0152889,0.00936168,0.0175884,0.016338,0.00830957,0.0022036,0.0238726,0.0185717,0.0122355,0.00952576,0.0168524,0.0187056,0.00227361,0.00996717,0.0248368,0.00808487,0.0231131,0.0354437,0.00309373,0.00116189,0.00186953,0.00264335,0.00212412,0.00407341,0.00345604,0.00268813,0.00330656,0.00279074,0.00262798
1502,0.0768065,0.0288292,0.0254364,0.000477079,0.0107803,0.00121606,0.00067334,0.00818548,0.0269052,0.00939116,0.00597116,0.0211566,0.0396868,0.00341238,0.000799179,0.000558822,0.00108381,0.0059792,0.00624649,0.00464766,0.0044632,0.00072773,0.0159677,0.0153592,0.00933458,0.0175714,0.0162554,0.00844041,0.00221742,0.0238691,0.0186037,0.0122453,0.00954387,0.0168521,0.0187036,0.00214207,0.00999237,0.0248399,0.00807165,0.0231531,0.0355922,0.00312956,0.00121419,0.00178019,0.00260986,0.00215948,0.00410302,0.00351561,0.00269742,0.00330506,0.00282252,0.0024526
